,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
64,3.686575443,0.923113,4.087164571,1.202892234,5.001389743,2.029246991,5.840704563,2.648189354,5.879176953,2.662420977,5.509191978,2.452910579
65,3.734085643,0.58496705,4.185211642,0.975398675,5.190755437,1.767819102,6.084864008,2.401337592,6.089918106,2.387533823,5.793268314,2.171128354
66,4.444309002,0.844622392,4.769062722,1.257655512,5.843549466,1.938045528,6.579880629,2.616185857,6.548365715,2.559448392,6.201965828,2.260334688
67,4.785179263,1.085906981,5.275943841,1.486360944,6.348958552,2.304254241,7.171319119,2.915409401,7.063296007,2.926679102,6.643280646,2.574214221
68,4.106322014,0.815080165,4.596298699,1.184241998,5.60788101,1.92097977,6.400633403,2.377929054,6.379784887,2.429522679,6.035662148,2.333336159
69,4.33049102,0.958304997,4.775903743,1.13305692,5.836682934,2.083524576,6.632485303,2.62538624,6.550689164,2.689084938,6.332051204,2.430962112
70,4.410544095,0.806358633,4.876177,1.227394568,5.857760196,1.928627662,6.663339693,2.502468003,6.607914723,2.655734771,6.394053608,2.376753447
71,4.475047827,0.963537257,5.023603687,1.406987269,6.136498071,2.241417275,6.843062424,2.859524944,6.910048401,2.880337981,6.521290538,2.521031175
72,3.783784218,0.856072892,4.301451783,1.282877831,5.435241304,2.064611364,6.323114368,2.79362006,6.428733272,2.833020817,6.079052376,2.580244345
73,3.206007904,0.703754944,3.742677964,1.119516431,5.051725953,2.014507391,5.844457307,2.68015207,6.137352209,2.892155477,5.732245055,2.579644621
74,2.327431998,0.292018576,2.752912329,0.6080432,3.663144835,1.306407753,4.464337213,1.942975607,4.666729655,2.105948916,4.618181227,2.1197493
75,1.552859324,0.001933933,2.004855705,0.294848632,3.131824487,1.146156486,3.960292524,1.859200232,4.372191155,2.086895009,4.337960546,1.958558174
76,1.53245919,-0.027126834,2.019176098,0.238545899,3.025456188,1.156079042,3.941093461,1.737198613,4.267650398,2.0666953,4.206431036,2.079004883
77,1.48508513,-0.091209925,1.884326151,0.166551819,2.752109857,0.89783039,3.595120799,1.556782389,3.875715997,1.827064562,3.852329471,1.832138545
78,1.252453297,-0.099437232,1.674989223,0.104108379,2.441229795,0.735926994,3.243271251,1.391053823,3.569433097,1.671692633,3.638868734,1.64590735
79,1.207476321,-0.294630379,1.59219133,0.038232565,2.412660146,0.678931901,3.172777036,1.263287037,3.488518731,1.511390118,3.712959344,1.572220193
80,1.131636944,-0.337114317,1.435595534,-0.038437561,2.280628846,0.583450281,2.939195521,1.151554432,3.37237329,1.521894735,3.556114672,1.516821697
81,1.112043429,-0.351508843,1.375933155,-0.058735919,2.184190248,0.581020638,2.898329349,1.184646388,3.325241163,1.407661584,3.58902335,1.506029261
82,1.103214267,-0.32514783,1.525140841,0.078168336,2.339944949,0.626608834,3.085354057,1.212382788,3.517411848,1.624306983,3.60290167,1.634507076
83,1.273104846,-0.210452945,1.494567494,0.062585316,2.46740805,0.784769333,3.178794564,1.316997184,3.539656713,1.58638259,3.639912987,1.625204569
84,1.192822914,-0.178782842,1.576057431,-0.021411809,2.255693152,0.670742965,2.922115385,1.154846814,3.295140997,1.476508923,3.405905281,1.537509886
85,1.261849483,-0.264927896,1.621578341,0.039506795,2.269175557,0.627018423,2.977277625,1.285882885,3.352056674,1.50200063,3.432992132,1.562440975
86,1.032343865,0.001111161,1.235477285,0.094296493,1.830288964,0.544551423,2.309821077,0.918509738,2.465713131,1.195087422,2.685198538,1.289673056
87,1.455080697,0.134726769,1.759761565,0.337596022,2.345263897,0.887105615,3.031805873,1.41094655,3.31510971,1.53285529,3.299000078,1.614652648
88,1.360388982,0.150016176,1.614523523,0.300758107,2.22238431,0.909443692,2.872942135,1.267487726,3.098883577,1.414573334,3.263237311,1.509380453
89,1.440408971,0.178175326,1.550514111,0.274314689,2.119915785,0.771888203,2.62484569,1.21367344,2.940737272,1.346658614,3.063653823,1.441554873
90,1.303555781,0.127712926,1.472306087,0.289786347,2.001390577,0.702412546,2.575595633,1.158096958,2.877695133,1.304618088,2.903330392,1.392421193
91,1.370752343,0.134295213,1.510940361,0.334100051,2.046493687,0.644167269,2.50749753,1.104767319,2.768862376,1.190113543,2.909761825,1.327803557
92,1.300269178,0.07811592,1.426150608,0.167771126,1.864928973,0.634579206,2.219859592,0.860547304,2.444808888,1.030615789,2.584945651,1.181265851
93,1.414728368,0.094818813,1.492954063,0.212576086,1.984407919,0.633792599,2.29078899,1.034492911,2.631279921,1.135360641,2.733003888,1.253147742
94,1.277988631,0.023558807,1.382113967,0.05518215,1.689106862,0.411348714,2.087162407,0.811322311,2.309461682,1.02613346,2.510737274,1.150143688
95,1.235823022,-0.017741587,1.177232974,0.050863759,1.534248567,0.356347031,1.850196721,0.613145531,2.068312008,0.80090897,2.428287274,1.041737818
96,1.125848525,-0.054480732,1.144034112,0.025728513,1.499506458,0.386441124,1.783799399,0.678663601,2.179311303,0.851623365,2.439165833,0.998461218
97,1.127015533,-0.129777866,1.222266329,-0.088967067,1.621136521,0.376554948,1.93642921,0.711194107,2.235261568,0.870643572,2.432408311,1.134902042
98,1.0366713,-0.089231089,1.249144429,0.011666514,1.663776395,0.453117744,2.10740753,0.896625015,2.495911079,1.121082066,2.675006152,1.252990851
99,1.137108514,0.093620659,1.288311863,0.173569954,1.795755192,0.685023787,2.376804112,1.036036574,2.819311446,1.256589963,2.903819548,1.36688335
100,1.503349859,-0.009727475,1.774320283,0.141480349,2.491347237,0.774628476,3.219203868,1.235364272,3.361558548,1.489856441,3.531841801,1.562573329
101,1.947843987,0.436217335,2.128148585,0.520414413,2.853734495,1.199069483,3.392163256,1.530122626,3.537013677,1.732791875,3.566245038,1.705515712
102,1.763497082,0.32419567,2.215088083,0.576365919,2.810129337,1.272365951,3.439769744,1.687266298,3.714143311,1.857452712,3.733608235,1.801927392
103,1.690854101,0.368752067,2.090682289,0.613085362,2.915060693,1.308912096,3.59485623,1.733672147,3.952891262,2.007653948,3.736053408,1.969914597
104,1.383727473,0.156414251,1.729902833,0.384592434,2.477741851,1.010691324,3.163381771,1.450302678,3.429156558,1.569211421,3.473994493,1.687379781
105,1.97914729,0.332352015,2.19904866,0.551777214,2.853496437,1.110616234,3.467264468,1.594404287,3.731105252,1.819531737,3.76035763,1.910963917
106,2.21614653,0.47651946,2.315566884,0.634604155,2.67786316,1.063352255,3.116506109,1.318845808,3.326790534,1.511566001,3.451585403,1.565725772
107,2.926547353,0.613396403,3.084840355,0.790728193,3.65524882,1.269281072,4.14669285,1.646237232,4.33014155,1.820907058,4.359095791,1.874382739
108,2.993108068,0.563896039,3.196454845,0.811639465,3.806440935,1.31000882,4.342302693,1.77372585,4.501441981,1.897200783,4.48982796,1.941598999
109,2.868617226,0.582122893,3.219911957,0.796629192,3.691411735,1.273645413,4.235108688,1.741911602,4.402516912,1.808677176,4.439065923,1.871221791
110,2.958436382,0.535959991,3.148802731,0.770382324,3.563413967,1.231061698,3.988796328,1.464259453,4.046574085,1.718512731,4.17605917,1.644304372
111,2.875765018,0.697389405,3.121582947,0.731708456,3.561665562,1.178438082,3.888596007,1.348314031,4.096468485,1.590170342,4.152637791,1.614861578
112,2.925294153,0.633868052,3.13220619,0.758243373,3.476734661,1.149605241,3.875635375,1.507979799,3.946992355,1.630046681,4.151091121,1.690112082
113,2.934000991,0.643789816,3.124465681,0.838631052,3.600352673,1.3074074,4.048829121,1.622744957,4.153746064,1.823652526,4.276368277,1.802799336
114,2.907630028,0.642011599,3.060985142,0.75216893,3.636246069,1.236699464,4.064451433,1.631552777,4.280204299,1.756040495,4.287298352,1.679005422
115,2.881476749,0.52577922,3.074142968,0.776497012,3.699082637,1.320746749,4.207179294,1.766632864,4.510457811,1.938052429,4.567628519,1.900038043
116,2.88816598,0.496847025,3.109835316,0.757669602,3.79392246,1.472154146,4.331712333,1.923465529,4.588530692,2.062921803,4.457278827,1.943845672
117,2.630424927,0.486330554,2.906266918,0.747848177,3.503791147,1.194074948,4.056950701,1.630853661,4.181233348,1.692899588,4.326736594,1.778773796
118,2.773901062,0.597672753,3.02150734,0.793686803,3.492508992,1.293590878,4.107296699,1.67307222,4.230248086,1.816509656,4.311685348,1.861548552
119,2.691948659,0.481779204,2.896850328,0.685857981,3.414729828,1.136696532,3.881437853,1.580325945,4.156916841,1.694809629,4.279356045,1.807094639
120,2.407709977,0.317928477,2.619101602,0.441346939,3.123466264,0.881224219,3.57841586,1.216152346,3.916410351,1.444531478,4.032665188,1.573748358
121,2.637510627,0.592238806,2.911891819,0.739577065,3.445846426,1.306741983,3.831042083,1.54585928,4.021886001,1.66398231,4.087751327,1.787162476
122,2.773625898,0.603348619,2.956811518,0.897778931,3.592424528,1.315094331,3.946954236,1.627140661,4.12447896,1.823330752,4.179262818,1.823444334
123,2.742829063,0.646715055,3.110876678,0.742442067,3.534244854,1.324384364,3.970900042,1.673782401,4.187508928,1.810961326,4.198043805,1.88993691
124,2.768216772,0.645170902,2.845408558,0.779128168,3.320581151,1.199342196,3.680685213,1.543588633,3.973805642,1.696648877,4.028362335,1.742773386
125,2.66199859,0.545821637,2.811418364,0.762035722,3.131415739,1.210036797,3.655775638,1.40979382,3.713450337,1.671934692,3.992075007,1.657624368
126,2.746265864,0.683944484,2.874342868,0.769864184,3.349386538,1.197880055,3.732181062,1.557682604,4.005519323,1.736742125,4.061890928,1.727310854
127,2.642553257,0.641191358,2.865877349,0.752329365,3.257348196,1.26848428,3.717291066,1.594459926,3.880928643,1.64254641,4.001348327,1.727048471
128,2.791952526,0.802349544,2.967641933,0.795019392,3.425791098,1.324564648,3.792234512,1.646718327,3.957983467,1.746558043,4.074497883,1.754629882
129,2.769643192,0.748351186,3.035824375,0.956905842,3.555252768,1.445312664,4.054044757,1.728821702,4.207307956,1.83039451,4.250223202,2.000864275
130,2.727823171,0.637357025,2.964446094,0.894690274,3.547602894,1.391255596,3.909582578,1.703447629,4.079808071,1.899894712,4.221614001,1.81156292
131,2.755777273,0.753715349,2.91377263,0.807031755,3.266391027,1.29417033,3.671513499,1.637167176,3.966365798,1.684441243,3.992157099,1.773723974
132,2.584195165,0.591217453,2.749270426,0.723057551,3.057435767,1.075199129,3.347511596,1.334866582,3.674170311,1.51882102,3.756454819,1.489033958
133,2.477613861,0.554516183,2.596016849,0.620564104,3.001261242,1.044730327,3.343940666,1.329626014,3.441286101,1.343467246,3.660382495,1.578349808
134,2.476906179,0.54749548,2.617525914,0.699272336,2.828648585,0.924685988,3.115740137,1.084255047,3.288442525,1.321140077,3.422140901,1.442838721
135,2.425776625,0.48919275,2.530383561,0.623426352,2.812464535,0.853597341,2.9450064,1.114013385,3.120998074,1.221456794,3.33244564,1.298635007
136,2.535282163,0.577627959,2.531572354,0.61490869,2.611208619,0.799234025,2.85456883,1.047376233,3.101238072,1.175813038,3.292957227,1.364176639
137,2.51255002,0.571532771,2.491407568,0.631058359,2.774924668,0.943681453,2.979718835,1.161009113,3.225656437,1.248340343,3.328291905,1.399649348
138,2.441020974,0.648097806,2.365100328,0.591301485,2.501039456,0.741897197,2.706773609,0.952314847,2.921023865,1.083405067,3.079180539,1.225557552
139,2.28874214,0.403561989,2.059118352,0.358553051,1.923538185,0.377415659,1.903458231,0.448784091,2.110554765,0.505489194,2.471511226,0.846393497
140,2.110453806,0.640382696,2.021410012,0.703389148,1.935231906,0.68253129,1.997187305,0.708070839,2.265152064,0.892647661,2.586659359,1.202335236
141,1.667530322,0.590007649,1.497523479,0.454089194,1.138731151,0.446586141,1.021974907,0.291949024,1.211756327,0.372327672,1.672118371,0.738989953
142,0.995948219,0.156878139,0.709825402,-0.098948259,0.33279253,-0.229121697,0.119994703,-0.332417462,0.399357286,-0.077601728,1.101298207,0.320774808
143,0.617235601,-0.200522927,0.374429436,-0.305426494,-0.1830953,-0.738987622,-0.473428079,-0.80124316,-0.184515373,-0.529991052,0.574097105,-0.04154547
144,0.67255804,0.147610861,0.356297563,-0.078979261,-0.20134357,-0.416756685,-0.655201332,-0.620029218,-0.308366096,-0.409476194,0.440333997,0.072945324
145,1.267228846,0.316161686,0.848875341,0.064526446,0.514614933,-0.029624291,0.220333393,-0.108685675,0.493608025,0.022096405,1.171205529,0.396851508
146,1.458051605,0.124445926,1.213959107,-0.052172953,0.760766726,-0.230953899,0.533804779,-0.371666442,0.733966871,-0.123725652,1.364540935,0.196179017
147,2.246325728,0.756827768,1.834700482,0.542620946,1.28357298,0.335523258,0.933662932,0.158985589,1.010557801,0.128781238,1.575467786,0.619215815
148,2.182886602,1.008110949,2.020201027,0.731353919,1.436831289,0.463836571,1.076706857,0.303207641,1.169676284,0.419409639,1.589439174,0.642012587
149,2.042169471,0.786561121,1.773694087,0.602746725,1.303754221,0.304873609,0.952112232,0.233754677,1.112677475,0.370545559,1.594146744,0.598969741
150,2.47299199,0.836236228,2.208595326,0.697369687,1.841131691,0.534439493,1.541667654,0.364471433,1.700359734,0.490194449,2.164800085,0.818066215
151,3.772689103,1.258700136,3.436098864,0.990763527,2.842959013,0.833128168,2.352981506,0.542367975,2.359936885,0.535170065,2.635954763,0.776568463
152,3.911946156,1.231357354,3.640678521,0.937178141,2.858672985,0.499520381,2.347076572,0.368046693,2.230208677,0.296457667,2.685950662,0.629023073
153,4.326153606,1.635986453,3.976811813,1.397461192,3.40721709,1.083909998,2.788966369,0.874357371,2.72581278,0.674154305,3.026130552,0.950602861
154,4.138389014,1.613115632,3.908224413,1.516397837,3.368967788,1.211643614,3.002870106,1.03278493,2.972177508,0.90997064,3.165412281,1.272064882
155,4.483264739,1.489216769,4.162146186,1.256207986,3.5281864,0.958266393,2.870421276,0.600707764,2.769887583,0.575987215,3.169165278,0.805522752
156,3.954251933,1.19320596,3.506219463,1.103905879,2.952261719,0.704704237,2.487297365,0.459822234,2.617898757,0.425549092,3.010884243,0.692972361
157,3.309990383,0.855465396,2.961985182,0.638286368,2.315456082,0.268370999,1.821577546,0.033794576,1.839455105,0.054467878,2.378996024,0.365893325
158,3.426443082,0.911531754,3.231949261,0.829802735,2.945491737,0.857906702,2.817873324,0.739175725,2.870853649,0.729383893,3.362231416,0.952011282
159,3.301741907,0.981746862,2.938539419,0.900169651,2.442157452,0.560986862,2.168337835,0.485663818,2.30111036,0.438674141,2.797085327,0.76662577
160,3.057414658,0.983160308,2.706137814,0.730182415,2.151696518,0.46000347,1.747960176,0.286879678,1.956084565,0.381208807,2.543120479,0.744961693
161,2.871106925,0.824467233,2.455545945,0.653431269,1.839373384,0.19836011,1.439650049,0.028715364,1.645538295,0.158367239,2.172178057,0.549975293
162,2.971688604,0.913740803,2.707754861,0.697101537,2.064210726,0.340546775,1.552633971,0.12838946,1.748380783,0.28732079,2.388536205,0.65776385
163,3.627691103,1.123333443,3.458442615,1.008929545,2.998954514,0.847727463,2.728241906,0.714115918,2.783997955,0.786713247,3.376413508,1.174631515
164,3.09569159,1.075331776,2.907638578,0.71624518,2.224127893,0.453639501,1.793992938,0.275646193,2.063856214,0.520140178,2.688629834,0.852867407
165,3.000690616,0.851846065,2.625202145,0.604765803,1.893629282,0.343860747,1.465684579,0.027980209,1.690466611,0.202088587,2.374433055,0.636358568
166,2.959525794,0.860791657,2.707747529,0.76139374,2.246058755,0.627834286,2.055364437,0.43785625,2.350800898,0.715159112,2.886726405,1.092327004
167,3.402628038,1.281705593,3.067275285,1.162747667,2.819718558,1.061653848,2.647867154,1.007543076,2.75744215,1.171040126,3.309056111,1.508641443
168,3.718041907,1.384844147,3.477186071,1.227269483,3.254723712,1.173399316,3.029454148,1.155273739,3.175674924,1.276647134,3.626972473,1.480881199
169,3.733069712,1.41656903,3.481828303,1.325525488,3.329094279,1.213535672,3.045530196,1.022707208,3.15790467,1.232550892,3.675165858,1.474656562
170,3.921569451,1.559271653,3.656323115,1.345405076,3.447755774,1.24802728,3.207029453,1.263227807,3.387385106,1.413948488,3.884019968,1.625007512
171,3.87991581,1.448821148,3.613406794,1.252904857,3.324896539,1.27759333,3.075257968,1.070944641,3.271424813,1.324259598,3.684616652,1.588378149
172,3.870362543,1.421056737,3.670939489,1.336304519,3.23308859,1.186286609,2.982919866,1.106801331,3.208595918,1.261479873,3.579967496,1.481852053
173,3.822708097,1.558050147,3.669427387,1.405901424,3.406608671,1.336044499,3.192279078,1.280805089,3.396891278,1.351544562,3.857826894,1.559194088
174,3.929349662,1.588105047,3.662856745,1.377909978,3.388801545,1.458037055,3.199013678,1.220361514,3.367234845,1.379260524,3.871821605,1.672444283
175,4.007009774,1.621056885,3.874160783,1.555357485,3.633869834,1.469857771,3.473251238,1.524058324,3.683708031,1.585206925,3.889470415,1.786431663
176,4.018282752,1.629130535,3.853264684,1.606909535,3.564292487,1.515605092,3.473184795,1.451975965,3.721169241,1.685320258,4.028237012,1.842716475
177,4.176268334,1.665990813,3.983433291,1.740957774,3.953653855,1.793844886,3.867365756,1.709133515,3.999391061,1.87505991,4.190751242,2.040281524
178,4.166992602,1.700444503,4.020832167,1.718984188,3.932644699,1.785288095,3.918960118,1.799505027,4.027247994,1.807368873,4.298779915,2.118669276
179,3.850789465,1.549447915,3.78084776,1.501488025,3.625172372,1.52338006,3.707286249,1.558808723,3.951226288,1.796136824,4.179264273,2.05041572
180,3.420788662,1.38256068,3.21242068,1.348707518,3.170946194,1.422280538,3.205965378,1.544018957,3.34656638,1.603067159,3.759857523,1.826692161
181,3.912256385,1.70383402,3.719071027,1.661138358,3.562280494,1.666987635,3.43041723,1.643959451,3.38176439,1.616273664,3.738015514,1.902021721
182,3.72148971,1.756094863,3.591312691,1.693918198,3.402176677,1.559643525,3.261448256,1.585232199,3.290938579,1.637494488,3.68936397,1.838512307
183,4.225137726,1.961044843,4.007747132,1.781748577,3.797878679,1.774590951,3.702803999,1.596030085,3.71973782,1.681908278,4.010222864,1.956048902
184,4.236538988,1.845757154,4.00130683,1.757370145,3.806229465,1.663993316,3.610870337,1.657364004,3.664577476,1.644940363,3.880995406,1.801184139
185,4.2635159,1.82580348,4.046031502,1.725417345,3.853067122,1.759741271,3.761243727,1.742250821,3.79271475,1.798764164,4.013073654,1.95896366
