,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
99,0.568842068,-0.603108784,0.63249923,-0.543914432,0.846814934,-0.395920941,1.140514323,-0.200866663,1.490745458,0.043830262,1.682689582,0.175000534
100,0.942700444,-0.60724142,1.07960391,-0.493222833,1.448802518,-0.258734823,1.832888958,0.01072507,2.167557359,0.250448323,2.28396782,0.329524468
101,1.297846803,-0.223415136,1.432751383,-0.130286756,1.787659423,0.102911551,2.120989667,0.350073093,2.334038137,0.507811895,2.35572638,0.51718913
102,1.233216314,-0.259229562,1.422438056,-0.146393634,1.802633358,0.142330992,2.192301542,0.410743402,2.456692268,0.583695087,2.483307452,0.599765067
103,1.133299065,-0.287776764,1.376392422,-0.12317414,1.888200218,0.223478397,2.371129931,0.55549145,2.633908737,0.740684253,2.620146829,0.726368552
104,0.834497708,-0.49885931,1.02338246,-0.347900239,1.418491905,-0.072399223,1.821167632,0.195878725,2.15888102,0.429758459,2.26843722,0.505784084
105,1.30082261,-0.251634431,1.441993053,-0.157605176,1.820528442,0.090964283,2.192270889,0.346235661,2.497631946,0.56703889,2.603282691,0.637391585
106,1.602171676,-0.096989685,1.618438384,-0.066080652,1.682809467,-0.029085809,1.809954844,0.079331684,2.059707026,0.242010629,2.230493919,0.360004491
107,2.285446744,0.041700658,2.351791468,0.110756649,2.617026023,0.278004216,2.86640015,0.443994821,3.076802444,0.600709301,3.149509645,0.649403059
108,2.407332582,0.052889526,2.513999031,0.125061063,2.80203421,0.318240581,3.071318132,0.49378758,3.272010224,0.649365679,3.314558686,0.671894245
109,2.361962199,0.043511076,2.484692304,0.125538343,2.726091341,0.28290211,2.976371045,0.460626129,3.185467062,0.603794051,3.235489604,0.635179684
110,2.331520119,0.00606659,2.40277106,0.050679114,2.521595138,0.146978031,2.701606204,0.273107867,2.905546262,0.402108327,2.997870835,0.472574182
111,2.34868949,0.030029242,2.392227571,0.033357538,2.474972708,0.113962343,2.596987608,0.204690673,2.78745462,0.33334942,2.908539864,0.412463188
112,2.325359174,0.04071576,2.352084153,0.030873882,2.445143992,0.117139704,2.584404214,0.196697697,2.775634114,0.32863999,2.895359644,0.412642902
113,2.345285043,0.033826555,2.411757915,0.08797354,2.604353535,0.218352378,2.795915418,0.364021228,2.9967137,0.495901033,3.079543125,0.550651626
114,2.293813218,0.016944502,2.402965286,0.078669466,2.585533939,0.221614944,2.80863159,0.358955847,3.002972666,0.506514899,3.08931134,0.558838726
115,2.220749389,-0.043275924,2.381472153,0.059887779,2.691490339,0.279896651,3.006567374,0.489259274,3.233817465,0.655762031,3.282764159,0.690108375
116,2.235508166,-0.016124352,2.393178982,0.100708259,2.751857472,0.345099898,3.072259838,0.573169025,3.315685233,0.741243947,3.349405983,0.753263584
117,2.106329932,-0.087337764,2.205096784,-0.024466387,2.478011135,0.166411085,2.764984781,0.366281958,3.025227811,0.537841047,3.103658477,0.596943361
118,2.171080858,-0.028901285,2.284288562,0.076339482,2.545138331,0.22329361,2.815100791,0.410033534,3.048273246,0.580291255,3.122105145,0.628512887
119,2.084282636,-0.086484746,2.171344449,0.004743578,2.415681954,0.149540879,2.668529012,0.342063888,2.925951143,0.516652392,3.016696604,0.583120116
120,1.878628316,-0.275182715,1.942961707,-0.226174274,2.106884398,-0.099104818,2.331093798,0.039460584,2.629194845,0.246950698,2.806011981,0.364688439
121,2.135966465,0.013256803,2.227141059,0.07318725,2.376359196,0.166302445,2.579672508,0.292572447,2.792532111,0.449131038,2.899274753,0.525353815
122,2.20303204,0.047556128,2.27707384,0.096658821,2.464805529,0.240816628,2.666538172,0.378661017,2.872703725,0.519947521,2.969998221,0.585794304
123,2.188135094,0.065202796,2.290291898,0.122918237,2.490610924,0.244959302,2.703145773,0.404410762,2.905075281,0.557627128,2.989608306,0.612375579
124,2.116991286,0.026401009,2.181945698,0.082668967,2.333229192,0.167377421,2.518787713,0.302740208,2.746425159,0.45419146,2.855614312,0.531413772
125,2.071554498,0.006053406,2.124363999,0.030778083,2.216666876,0.107224804,2.373091773,0.194899859,2.575101723,0.349176757,2.721331511,0.443432431
126,2.126913929,0.069125669,2.196891851,0.086605084,2.359368985,0.213970463,2.554516203,0.350613317,2.778710222,0.493117453,2.875112738,0.565713643
127,2.081213882,0.034173806,2.131359992,0.077798439,2.293693554,0.174087028,2.473073644,0.309722829,2.691958868,0.453362976,2.809808464,0.53535685
128,2.20221358,0.120144682,2.263694598,0.157356167,2.393317168,0.255924867,2.573067019,0.37235095,2.764976887,0.49904654,2.856356109,0.569073088
129,2.199874905,0.14155979,2.299888296,0.223214141,2.550142199,0.369770431,2.780240771,0.534088621,2.9724974,0.665698025,3.035977828,0.711869022
130,2.156587594,0.124626034,2.244763026,0.192114581,2.463434133,0.312555852,2.689538098,0.469177675,2.896193969,0.629893656,2.970098738,0.678121858
131,2.127361569,0.109814293,2.173077283,0.147310078,2.305576405,0.254714415,2.479147292,0.355288835,2.689392193,0.497676462,2.800814954,0.570782236
132,1.99965544,0.01647866,2.00516976,0.026804924,2.049484606,0.060480886,2.137529453,0.123769019,2.364421717,0.270257671,2.52885599,0.388289598
133,1.922472442,-0.005507194,1.905460914,-0.036752764,1.924422939,-0.029030597,2.0207524,0.035119771,2.244301094,0.195115872,2.432259712,0.326880738
134,1.917931555,-0.015363978,1.846944062,-0.034662468,1.790671085,-0.105306552,1.818121873,-0.090465224,2.039385871,0.06782686,2.257905408,0.215894603
135,1.868038253,-0.00892849,1.813914877,-0.086037261,1.705161879,-0.144510785,1.714286221,-0.151210057,1.936574941,0.009942582,2.168805665,0.166559502
136,1.876885312,-0.017181081,1.78157763,-0.097800114,1.648261515,-0.186159861,1.609122409,-0.217194062,1.831481931,-0.06138958,2.082419847,0.114703231
137,1.911805978,-0.006339916,1.839782679,-0.048613577,1.738400486,-0.119100283,1.718248052,-0.122754166,1.927270273,0.024851843,2.170536067,0.177168957
138,1.847985524,-0.034120947,1.730617984,-0.116277883,1.517510319,-0.268840085,1.42356328,-0.32794982,1.646391917,-0.188569583,1.925188167,0.01781215
139,1.614748185,-0.181550346,1.357696086,-0.366015751,0.906901638,-0.700187274,0.625481404,-0.869287259,0.876772439,-0.708147607,1.312153372,-0.411390876
140,1.528423723,0.026520891,1.354485266,-0.091446834,0.989416693,-0.34538497,0.8075233,-0.458350783,1.021381372,-0.31759749,1.373054529,-0.073947145
141,1.097128705,-0.062668506,0.768717443,-0.265394772,0.153254813,-0.679524186,-0.202557125,-0.933814147,0.014224385,-0.78891875,0.488548686,-0.461219476
142,0.424760744,-0.501359018,0.033881298,-0.740146579,-0.705678653,-1.241282987,-1.146166176,-1.551916695,-0.819788417,-1.326949677,-0.188560325,-0.898005031
143,0.074919935,-0.742582718,-0.371672987,-1.051592437,-1.260294013,-1.650318998,-1.791925268,-2.035660277,-1.413201785,-1.77217033,-0.675004066,-1.258406944
144,0.144814184,-0.495952618,-0.324715075,-0.811573624,-1.238521179,-1.455115868,-1.813877767,-1.853357862,-1.496409839,-1.630843961,-0.802135952,-1.153143728
145,0.629185611,-0.352638315,0.267081174,-0.609052443,-0.487944387,-1.130570586,-0.962553515,-1.440965483,-0.690758967,-1.262631322,-0.115272024,-0.862146142
146,0.863385337,-0.49348575,0.480225976,-0.755437075,-0.242468701,-1.244828422,-0.710136183,-1.572490502,-0.451814368,-1.388853962,0.120275317,-0.997499533
147,1.592824373,0.193868964,1.176208894,-0.092520036,0.299411677,-0.688903115,-0.295127298,-1.095090434,-0.162832074,-1.008598783,0.356727764,-0.649828008
148,1.69491285,0.330504881,1.273729633,0.054780561,0.459210132,-0.523251657,-0.145149909,-0.933412948,-0.056133904,-0.863133393,0.410172828,-0.54149014
149,1.460100547,0.16685121,1.080056847,-0.114894031,0.264677077,-0.6706048,-0.275328902,-1.042661178,-0.107512614,-0.924037284,0.412437301,-0.570951697
150,1.818615237,0.21099318,1.4823796,-0.031820266,0.794389914,-0.506015482,0.328441807,-0.82599364,0.485637191,-0.72275984,0.94034511,-0.411662894
151,3.161212823,0.688721867,2.73254444,0.392367438,1.812974575,-0.248463066,1.112964038,-0.719232116,1.06438206,-0.755998376,1.458246397,-0.480752702
152,3.351880196,0.687930674,2.869850859,0.313161084,1.815647349,-0.399345232,1.050554918,-0.925852227,1.022596302,-0.943745289,1.484790475,-0.618515214
153,3.766962728,1.082256415,3.327950786,0.753096052,2.312721885,0.094454555,1.551771748,-0.43963473,1.436854482,-0.533085623,1.789556383,-0.278092629
154,3.526803625,1.02785897,3.150502058,0.757514023,2.337728899,0.19314936,1.727389232,-0.234599728,1.682131644,-0.266665964,2.007454196,-0.035938993
155,3.871745289,0.899821118,3.420375407,0.570961771,2.43112113,-0.108126918,1.672059419,-0.630231097,1.600025609,-0.67202914,2.007102779,-0.395837414
156,3.346313101,0.662805945,2.915176342,0.335425757,1.995664116,-0.312367915,1.299216196,-0.789256373,1.314541932,-0.771055391,1.763349775,-0.4684065
157,2.751452678,0.306962598,2.248636202,-0.040360181,1.247708681,-0.737311578,0.526738665,-1.253507286,0.607507143,-1.170155447,1.170481431,-0.785702381
158,2.868671902,0.33990153,2.574426714,0.145548597,1.959927623,-0.283745959,1.550762358,-0.563728218,1.656646593,-0.488757814,2.039021755,-0.224748856
159,2.709166051,0.395958149,2.293420125,0.13267542,1.48425612,-0.444409957,0.915095548,-0.83692856,1.058808558,-0.728211894,1.570392216,-0.375653914
160,2.435372287,0.355957794,1.985440588,0.059131421,1.122261288,-0.556664069,0.518776237,-0.962442505,0.704024842,-0.831614757,1.273800589,-0.443129041
161,2.255773091,0.21504757,1.786597975,-0.090822455,0.801666082,-0.769125606,0.153972312,-1.22574495,0.355862175,-1.083581908,0.984163465,-0.652084284
162,2.423152591,0.30796047,1.962192635,-0.005704321,1.000700627,-0.675250844,0.365506146,-1.10304068,0.570535486,-0.959581442,1.180144245,-0.534698483
163,3.004080801,0.54223946,2.657640659,0.320929181,1.9220578,-0.193209586,1.436813235,-0.519653504,1.625015538,-0.401989258,2.12202943,-0.04634459
164,2.578282179,0.459218526,2.117536355,0.120228664,1.194388536,-0.539962143,0.574852136,-0.946339901,0.821526229,-0.778208206,1.473611626,-0.332616895
165,2.384610389,0.274051267,1.889239219,-0.076847621,0.882407036,-0.752657161,0.225638901,-1.214099037,0.496986389,-1.028153897,1.202879687,-0.541627644
166,2.304226427,0.30197601,1.966596137,0.059049408,1.21658944,-0.439019873,0.787524988,-0.747495119,1.082396818,-0.542119743,1.679166785,-0.132438588
167,2.712758538,0.683063091,2.392066974,0.475055236,1.781914268,0.048244327,1.386779857,-0.223817648,1.601147269,-0.06758719,2.089450087,0.271328138
168,3.130638326,0.747528145,2.810289528,0.531392564,2.156135781,0.09244599,1.75501071,-0.176111414,1.965339153,-0.047903643,2.438292419,0.287164974
169,3.184874919,0.802195052,2.866118126,0.599015124,2.21529816,0.132063484,1.784723564,-0.159097414,1.972167287,-0.024666467,2.442583676,0.302668258
170,3.302172732,0.906916109,2.993077457,0.697046695,2.386284665,0.274085705,1.992034919,-0.009187463,2.165700126,0.117582224,2.599415783,0.413714378
171,3.280381239,0.904646747,2.956865918,0.652553905,2.286923718,0.211017143,1.863420294,-0.087426021,2.029304229,0.02440601,2.479582489,0.335338976
172,3.213432495,0.882652079,2.889478483,0.634676744,2.205419569,0.165207602,1.752671205,-0.144480495,1.91543174,-0.029979781,2.391015551,0.302194475
173,3.306584869,0.95173491,2.982281621,0.718830574,2.394002112,0.305044763,1.986075235,0.022720358,2.149216279,0.136788767,2.572488898,0.431051717
174,3.308832144,0.944727311,3.021832783,0.752431827,2.393319269,0.335175267,1.986693948,0.039318237,2.147214762,0.158461387,2.57531282,0.444599735
175,3.413206439,1.034253994,3.128082461,0.852098172,2.594774355,0.476639192,2.243457844,0.225614172,2.386381473,0.32517831,2.761811584,0.580670533
176,3.422171045,1.048232932,3.163843603,0.872639662,2.616926617,0.512829285,2.277524759,0.25466886,2.410618241,0.346989436,2.783750728,0.59959522
177,3.519758357,1.093018852,3.320797859,0.982594317,2.897876118,0.686686236,2.638802391,0.497412162,2.770276892,0.591050976,3.071816546,0.800779948
178,3.529953043,1.11755068,3.322643593,0.992429682,2.928860321,0.702880542,2.662925566,0.523153119,2.783062503,0.605163877,3.078403507,0.813975825
179,3.277495601,0.900944479,3.08314367,0.790931322,2.684312251,0.52714254,2.477798312,0.384218562,2.670118137,0.525892736,3.014704129,0.755458211
